,county,state,tile_count,solar_system_count,total_panel_area,land_area,total_area,ratio_panels_to_housing_units,population,population_density,race_asian_rate,race_black_africa_rate,race_indian_alaska_rate,race_islander_rate,race_white_rate,race_other_rate,race_two_more_rate,diversity,voting_2016_dem_percentage,voting_2016_gop_percentage,voting_2012_dem_percentage,voting_2012_gop_percentage
1638,Limestone County,al,67.0,53.0,3197.2981024350997,559.9363000000001,607.188223,0.0018949571513420256,88805,454.89399625,0.00934470453025,0.13021306134160562,0.004708021091864374,0.0008188517797037501,0.8100615450489376,0.025687268937715002,0.019166547269912498,0.2962330800486938,0.23705583756300005,0.7315736040609999,0.277,0.7140000000000003
1701,Lowndes County,al,1.0,1.0,6.43929062505,715.9105,725.0703000000001,0.00019642506383814575,10742,15.220242500000001,0.0,0.762491234917,0.0,0.0,0.23280566570847497,0.0,0.0047030993745075,0.3452962093445,0.731276213301,0.262282804074,0.764,0.233
1723,Macon County,al,9.0,9.0,428.290968918,608.885077,613.2072079999999,0.0008790779449111154,20018,376.4475379166667,0.0016877023349266666,0.8379172233290832,0.0029529870609558335,0.0,0.14397229888841664,0.006845245394470001,0.006624542992125001,0.21645847051554998,0.8272748056699998,0.15935070873299997,0.8710000000000003,0.127
1731,Madison County,al,386.0,288.0,19762.805361929488,801.5930575999998,812.7017905000001,0.0025275013095861706,346438,1612.239980821918,0.022433136084523707,0.2812758579771637,0.00551509297731159,0.0012017735284045208,0.6518815167841807,0.01015154717029308,0.02754107547815809,0.3536720998203178,0.39150828039900076,0.5593360631579999,0.39999999999999947,0.5859999999999992
1763,Marengo County,al,12.0,11.0,572.163378769,976.8820800000001,982.6713999999998,0.0011743981209630064,20306,34.92392183333333,0.0010608861584523333,0.5173664118735,0.0014888125143483332,0.0,0.4675020964310001,0.009196035763341668,0.0033857572594,0.48143949231266675,0.512148337596,0.47716477895500004,0.535,0.462
1768,Marion County,al,26.0,14.0,3801.3966055848005,742.29177,743.57103,0.0017658245042108122,30387,44.85585125,0.0027264635770399997,0.030920832895062502,0.0025177354216849995,0.0,0.94671941056025,0.00056250648650175,0.01655305105931675,0.09927723936935,0.11090458488200003,0.873063816605,0.18600000000000005,0.801
1789,Marshall County,al,45.0,35.0,3785.9395991425304,565.8415259999999,623.178996,0.001114689125588308,94318,327.8055516666666,0.005236320187842333,0.01926093485068189,0.004906697863213055,0.0003097400796228889,0.9209021275015,0.029908096450743334,0.019476083066373887,0.1461108828816111,0.14051194051199994,0.8356070356069997,0.19300000000000003,0.7940000000000003
1922,Mobile County,al,237.0,189.0,15852.02879709392,1229.4355224,1644.0129208999997,0.0013098843764508213,414251,1933.648829649123,0.016258054585505863,0.4543343532080516,0.005453002128996606,0.0001726037662557895,0.5029877299815432,0.005866912011054649,0.014927344318552794,0.3250262021544146,0.41881545043400104,0.557492334151,0.45000000000000073,0.5429999999999994
1931,Monroe County,al,19.0,13.0,2041.8322760503997,1025.67472,1034.41729,0.0016820113314447592,22217,28.779847142857143,0.002900183432498572,0.4868129157010857,0.01643972033582143,0.0,0.4848170461711429,0.00023442261709428572,0.008795711742315714,0.4284044360135714,0.42317133038800003,0.566617574865,0.459,0.537
1952,Montgomery County,al,341.0,256.0,24924.918720633766,784.2470309999998,799.9118405999999,0.0033084311632870862,228138,1808.043469692307,0.01859729059703699,0.5725760991506461,0.0021591411179228154,0.00016294925749353847,0.38041301510192427,0.009465796384486757,0.01662570839056677,0.389183983009297,0.620363321067999,0.3587531193159999,0.6189999999999999,0.3760000000000003
1979,Morgan County,al,91.0,69.0,4966.711661662001,579.3371641,599.0534291,0.0017700492112582911,119786,1083.5168592592595,0.005327349574714446,0.13578693529338187,0.007645978322077037,0.0011953656064562963,0.8106223546514815,0.01701382342486356,0.02240819312698667,0.26978974877801115,0.22436038486899992,0.7479746354340002,0.2720000000000002,0.718
2201,Perry County,al,4.0,4.0,170.7767868797,719.6637000000001,723.8793000000001,0.0008490766291657822,10038,14.378621333333335,0.0032164018503,0.622172140183,0.00024769335562566667,0.0,0.36903835746533337,0.0009907734225033334,0.004334633723466667,0.42593041524566666,0.7274976213130001,0.26698382492899997,0.7479999999999999,0.248
2225,Pickens County,al,6.0,6.0,375.158895999,881.4084,890.1259,0.0006351222610352493,19856,25.968187999999998,0.000671396573984,0.397427048916,0.0,0.000365482233502,0.5887614704846,0.005161444117458,0.007613157674194,0.4141385813546,0.418369496524,0.574468085106,0.46299999999999997,0.5329999999999999
2234,Pike County,al,26.0,23.0,1150.1573702464,672.09401,673.00629,0.001664639221461041,33155,108.28472000000001,0.014932113705317501,0.35439934462225003,0.008925932647166249,0.0,0.60967098616175,0.0003213025966875,0.01175032026671,0.44390256629487496,0.3868714011519999,0.5897120921310001,0.4270000000000001,0.565
2351,Randolph County,al,7.0,4.0,625.1985095107,580.5496,584.1347699999999,0.0005862646566164154,22648,47.67365,0.0013409556073116667,0.17803589453298332,0.00286494100419,0.0028134143596666664,0.7919383373465001,0.0061571601462799995,0.01684929700311483,0.3178817972023334,0.22606120434399998,0.7598223099699998,0.29600000000000004,0.695
2447,Russell County,al,26.0,21.0,966.974031176,641.1403594,647.1918653,0.0009860436893203883,58302,1199.1726023846154,0.005992751247518461,0.4270149405346153,0.003238091383021923,0.0016023744267461538,0.5302573126466539,0.004382946122566922,0.02751158363881154,0.4022369685626923,0.500470317726,0.4812918060199998,0.556,0.439
2558,Shelby County,al,124.0,96.0,8608.7553228333,784.9303987,809.5253586999999,0.0014966807483403743,203530,910.8988497916665,0.018359998559120426,0.12539218689653195,0.005307887221699788,0.00030592491233,0.804866805018234,0.03255655367946277,0.013210643712705526,0.31142769983607016,0.231100314491,0.7342754616560002,0.21599999999999997,0.7730000000000002
2619,St. Clair County,al,30.0,24.0,2191.12915779625,631.902288,653.639892,0.0008393721496320752,85864,252.8715161538462,0.008257113062270383,0.08988900529823306,0.003990175923668924,6.874269608853847e-05,0.879501501265,0.008745736501124615,0.009547725253456922,0.20929586216076151,0.14629517357699998,0.8324063579090003,0.165,0.826
2699,Sumter County,al,5.0,5.0,613.6337920809001,903.8872799999999,913.3222699999999,0.000740521327014218,13341,14.7075935,0.0162353612841325,0.71583397089325,0.0066235495082075,0.0,0.25704092324875,0.001549051852865,0.0027171432123925003,0.4066478269452499,0.7415115005480001,0.247379126897,0.772,0.226
2722,Talladega County,al,36.0,30.0,2251.7620201785007,736.77546,760.3061000000001,0.0009688618564469683,81437,431.6168486363636,0.004815680823440454,0.34055504470722275,0.0037564105890586365,0.00037123651914318183,0.6232925128875908,0.009803816452742272,0.01740529802073132,0.4311479308686818,0.36450117406200006,0.6200252874950002,0.41699999999999987,0.5770000000000001
2724,Tallapoosa County,al,14.0,13.0,1061.0485693217,716.52067,766.2540499999999,0.0006341154090044388,41153,99.922846,0.00026965968558739995,0.29833690580099004,0.003294647479578,0.0,0.6847525024538,0.006652145831630001,0.006694138748356,0.3536228679847,0.2848573281449999,0.7007674016429999,0.335,0.6589999999999999
2807,Tuscaloosa County,al,360.0,191.0,39298.1149985264,1321.7547182999995,1351.2511922,0.004134889276853809,200458,1439.5203934042554,0.015459504570883192,0.34092552444219154,0.0015373881170192979,0.00046523286791085104,0.6233465428409612,0.007471050564022829,0.010794756597069213,0.32677143507547823,0.3885298869140001,0.5837984040730004,0.40800000000000003,0.5820000000000005
2881,Walker County,al,22.0,21.0,1167.451188413,791.1918449999998,805.1933700000002,0.000717243178039318,65923,139.43320499999996,0.0035076563266661118,0.060147011882311495,0.000619463054126,0.0,0.9072657551781114,0.007109711043798889,0.02135040251510222,0.16101758761031115,0.15340423349200003,0.8278220428819997,0.23000000000000004,0.7590000000000002
2918,Washington County,al,15.0,12.0,708.132935251,1080.2067,1088.5661,0.0017919006092462072,16997,17.4327696,0.0047521167512116,0.2329922140586,0.056374261219302,0.0,0.6935538731526001,0.007194887017030001,0.0051326478014604,0.43044481193399997,0.278615167216,0.710197833255,0.33899999999999997,0.6559999999999999
3020,Wilcox County,al,0.0,0.0,0.0,888.4984000000002,907.4117,0.0,11235,14.54674325,0.0,0.767811182738,0.00025993672538675,0.0,0.22673358417785,0.0051952963589225,0.0,0.33076367799774997,0.7102543068089999,0.284987694832,0.743,0.256
3051,Winston County,al,6.0,6.0,187.3655149214,612.9789,631.86804,0.0004472271914132379,24130,56.763864285714284,0.0014998709622579998,0.003586434156838572,0.005558903225217429,0.00047648828136571427,0.9699778966384286,0.0008648302370271428,0.018035576498862862,0.057870243258471434,0.0849341784495,0.8995611896640001,0.132,0.856
79,Arkansas County,ar,39.0,23.0,1930.72323914,988.7700570000002,1033.749291,0.004129606099110546,18731,143.79725975,0.0025612331433967498,0.22175952127266246,0.00112603478604625,0.0003033980582525,0.7626931925753749,0.00173208054491125,0.009824539619451251,0.2754072668156375,0.31441543700299995,0.6202367439600001,,
89,Ashley County,ar,16.0,12.0,1366.5438027976002,925.3487200000001,940.52665,0.001583531274742676,21229,89.73620871428571,0.000855005343782857,0.2602049569753571,0.003074427330537143,0.0,0.7087641198795714,0.019184570398557144,0.007916920071761428,0.40829134247814286,0.2999875420459999,0.6650056060790001,0.36100000000000004,0.6150000000000001
146,Baxter County,ar,19.0,15.0,1287.1422873346,554.283516,586.7150340000001,0.0008402246495378765,41040,243.64951888888885,0.0045683905747222215,0.0035717852830681107,0.007103631383578222,0.0,0.9669481011423334,0.005069811918119667,0.01273827969818,0.06421061646206666,0.212701818925,0.7487737584299998,0.26699999999999996,0.7080000000000001
177,Benton County,ar,186.0,166.0,6687.555704167819,847.3570049999996,883.9063639999998,0.0019296807727022794,238198,1001.0295383673467,0.032545696990383476,0.014322281173200715,0.014586913558195285,0.0030687895056869387,0.8855453861732655,0.02283270535357265,0.027098227245696535,0.20407889617384756,0.2959198828799999,0.6444908871019992,0.28599999999999975,0.6900000000000004
227,Boone County,ar,15.0,15.0,408.2727407084,590.231329,601.831623,0.0008874689385871495,37227,321.6742271428571,0.005040780705815714,0.003993105147769286,0.008760294115158712,0.00031191515907714285,0.9616208854384285,0.00037460146670042864,0.019898417967011424,0.0740423641693857,0.18382352941200003,0.7682880844650002,0.24500000000000005,0.7249999999999999
254,Bradley County,ar,2.0,2.0,229.667365265,649.23098,652.91701,0.0003429355281207133,11206,40.7611726,0.0,0.2930856030752,0.007736282651638,0.0,0.5985056413576,0.09452503008973999,0.006147442826022,0.5307322198108,0.364113906552,0.598009400055,0.39799999999999996,0.583
343,Calhoun County,ar,2.0,2.0,55.130402193799995,628.581,632.4135,0.0006922810661128419,5245,8.3987175,0.002114571318725,0.22195779174900002,0.00056732223903,0.0,0.7637434775755001,0.000576701268745,0.011040135849045,0.36582046468749996,0.282666666667,0.690666666667,0.304,0.6709999999999999
388,Carroll County,ar,9.0,8.0,210.750832368,630.0869299999999,638.7997499999999,0.0006636678711009513,27635,83.12733,0.0037212406753039996,0.0050517693076492,0.006743098310740001,0.0095013481706528,0.945623090136,0.00798944150113,0.021370011898479997,0.10434086094296,0.31287537537500004,0.635604354354,0.363,0.602
487,Chicot County,ar,4.0,3.0,162.3902087105,644.3042199999999,690.78765,0.0007401924500370096,11353,80.622804,0.00246352350077,0.57607611403125,0.003467524685175,0.0,0.39445540070900004,0.018215279629897503,0.0053221574440375,0.39098188256724997,0.56640154254,0.413593637021,0.607,0.38299999999999995
515,Clark County,ar,5.0,4.0,748.8078536088001,866.074261,882.829461,0.000481139337952271,22751,477.4965679999999,0.008716482871078,0.23939998002720003,0.00179554425925,0.0,0.732529617221,0.004466031927452,0.013092343694201999,0.387408590957,0.4310818888220001,0.525762104005,0.45299999999999996,0.517
534,Clay County,ar,5.0,5.0,202.4547549989,639.4649059999999,641.436365,0.0006214267959234402,15400,124.38346383333332,0.0007341928214749999,0.0037497281856145002,0.004019807063463333,0.0,0.9667407022361667,0.008955997597801668,0.01579957209542,0.06381731521413332,0.33439277350300006,0.632151221144,0.34,0.6310000000000001
558,Cleburne County,ar,10.0,7.0,768.875860678,553.6920700000001,591.9220499999999,0.0006312732782021337,25711,116.44901857142857,0.002397607042765714,0.004780031043485715,0.006391421295042858,0.0,0.971330567453,0.0029184880342042856,0.012181885131377143,0.05561436011312857,0.17555147058799997,0.789939839572,0.22500000000000003,0.7459999999999999
560,Cleveland County,ar,0.0,0.0,0.0,597.7835,598.7489,0.0,8510,14.380815,0.0009176182707999999,0.1011656754783,0.0018352365415999997,0.0,0.8773459292515,0.00207986688852,0.016655673569265,0.2118740320445,0.2191573204,0.7456805092450001,0.259,0.708
600,Columbia County,ar,35.0,30.0,2451.9485217533,766.052567,766.7527319999999,0.0030245419979260282,24327,357.81891200000007,0.005248057648802,0.37664469035779996,0.003201405836132,0.0,0.5834149430523999,0.01362850850249,0.017862394602498,0.4514452162564,0.35532420504699996,0.617404096413,0.376,0.612
621,Conway County,ar,10.0,9.0,454.6070675671,552.2495099999999,566.6676199999999,0.0010282776349614395,21110,68.20849833333334,0.0008771929824566666,0.12222497636413332,0.007068995392403334,0.0,0.8523689850119999,0.0023353164246366666,0.015124533824493332,0.23790008910900004,0.3387775934669999,0.618093658288,0.389,0.584
647,Craighead County,ar,82.0,71.0,5285.682161897001,707.206447,712.6745909999999,0.0019248826291079811,101409,1114.2339429411763,0.011278794973463882,0.14094361783675297,0.00843982157812047,0.0015141498896358825,0.8074920899252354,0.01153446975851294,0.018797056038196466,0.29664820395509417,0.299530999771,0.6519675131550001,0.33199999999999996,0.642
650,Crawford County,ar,50.0,40.0,3454.6583707217,593.0941990000001,604.242444,0.0018955189931003109,61748,510.19072727272726,0.016786806119232455,0.011946635526677274,0.018830505918924545,0.0,0.9031755679854545,0.01228784544037,0.036972639009363636,0.17833741862342725,0.20203114421100005,0.7517490408490001,0.23700000000000007,0.7359999999999999
664,Crittenden County,ar,81.0,63.0,4494.120108601261,609.7601693,636.377766,0.0037555637982195846,49765,1420.2577687499997,0.004517975603847001,0.5674447134181,0.0021605057727975,0.0010248068198256501,0.399708307624175,0.006586955912561,0.018556734848474997,0.364201330484095,0.52968730219,0.440119002405,0.5860000000000001,0.39899999999999997
671,Cross County,ar,4.0,3.0,413.78994570099997,616.380677,622.306729,0.0005081946385465633,17467,202.4289225,0.004372512597682833,0.2206567071094333,0.003647454970528334,0.0,0.7609091094663333,0.0015735899029833333,0.008840625952968334,0.2866667930153333,0.29205094422500005,0.6700336700339999,0.341,0.6390000000000001
704,Dallas County,ar,1.0,1.0,15.8591782214,667.38643,668.1062,0.00023255813953488373,7868,67.22359166666668,0.013212868896406667,0.36261465014266664,0.00068587105624,0.0,0.609695637721,0.008268012716273332,0.00552295946716,0.43931278210899993,0.425027362277,0.549799343305,0.434,0.54
