,county,state,tile_count,solar_system_count,total_panel_area,land_area,total_area,population,population_density,average_household_income,race_asian_rate,race_black_africa_rate,race_indian_alaska_rate,race_islander_rate,race_white_rate,race_other_rate,race_two_more_rate,diversity,voting_2016_dem_percentage,voting_2016_gop_percentage,avg_electricity_retail_rate,gini_index,ratio_panels_to_housing_units,education_highschool_percentage,education_bachelor_percentage,employed_percentage
812,DuPage County,il,637.0,480.0,27850.572161730764,327.49895790000005,336.4114920999998,930412,3930.642573611112,108034.66716376154,0.10845801866208366,0.04529486588594701,0.0020725204820258476,0.0004047562396599536,0.7967269635096301,0.023252236568459612,0.02379063865218551,0.32653668838701755,0.5388311307760024,0.3980224203189991,8.970000000000024,0.4100703703703703,0.001784233759831492,0.12826683232804392,0.1905757879305082,0.5154619673864912
839,Edgar County,il,7.0,6.0,375.7967626741,623.3742,623.9961999999999,17992,135.6517732,60828.31012108,0.0028129432741737996,0.0050347155550416,0.001384083044982,0.0,0.9824138159464001,3.7037037037000004e-05,0.008317405142498,0.03468161977832,0.22844661441599995,0.7238853912369999,8.97,0.4429200000000001,0.000799725808294299,0.27901289461983103,0.08859493108048021,0.43391507336594043
844,Edwards County,il,1.0,1.0,77.37847517819999,222.41582899999997,222.720329,6649,122.94866666666667,54002.089036800004,0.0022603978300166664,0.005435832181353334,0.0,0.0,0.975855691121,0.0,0.016448078867943333,0.04724669513773333,0.130434782609,0.838466183575,8.97,0.40536666666666665,0.0003154574132492114,0.2565799368326064,0.05549706722815461,0.44638291472401864
848,Effingham County,il,12.0,12.0,333.99771331150004,478.77748199999996,480.006529,34332,208.74906875,66810.770873025,0.006083659372910875,0.003557617876916625,0.0008308939003635,0.00023489932885874997,0.97681874544275,0.00599474342189875,0.006479440656472501,0.0452754463118375,0.17621069543300003,0.781099380308,8.97,0.4120875,0.0008148299042574863,0.2456017709425609,0.09926599091226844,0.5062915064662705
906,Fayette County,il,9.0,8.0,863.4061483777099,716.482094,725.343013,22136,232.03430857142854,55235.62224382857,0.005205147529477143,0.030441826128554283,0.0004938589815768571,0.0,0.945742295166,0.0021406051121164284,0.01597626708219143,0.09599026977074288,0.190646347872,0.7738307934839999,8.97,0.42732857142857145,0.0009746588693957114,0.2758854354897,0.05985724611492591,0.40400252981568485
935,Ford County,il,11.0,10.0,216.4704169152,485.615565,486.241658,13835,297.23055800000003,64437.03160812,0.0023338680491500003,0.0049856550714600005,0.0028566465967179997,0.0006463527239160001,0.9780322694584,0.00018467220683279997,0.010960535893678,0.043144358416020004,0.22420098584800002,0.711400858642,8.97,0.41058000000000006,0.0017454776261504284,0.2708348391760029,0.08774846404047705,0.4466208890495121
951,Franklin County,il,8.0,8.0,148.58030741149,408.88899499999997,431.443954,39694,368.8976741666666,50567.734106133335,0.0048977561891936664,0.004878101591508084,0.0024627081801519165,0.00010437541750166668,0.97358174950025,0.0016354654941679167,0.012439843627190831,0.0515399222308,0.254195219338,0.7069012032590001,8.97,0.42425000000000007,0.0004304315075863553,0.2396835793822744,0.06990981004685846,0.3907391545321711
985,Fulton County,il,14.0,13.0,395.28755809996,865.5948654,882.5733914,36323,574.1309483333333,56073.54330225,0.0023827480873566667,0.02638641700835583,0.0008754524691538334,0.0011611848939633333,0.9543186558790833,0.0030570531005725,0.011818488561559167,0.08396102107845833,0.39195336024099997,0.5434044461529999,8.97,0.401025,0.0008659615265664626,0.2575503124741899,0.08344575062632492,0.4285163670401674
996,Gallatin County,il,1.0,1.0,33.140426087899996,323.0712,328.1826,5385,16.662005,49503.976271349995,0.005141916906600001,0.00355450236967,0.0058405491915400004,0.0,0.9670977893025,0.000169262017603,0.018195980211609997,0.06372998999644999,0.243775548123,0.721664808621,8.97,0.41280000000000006,0.0003654970760233918,0.29916434540389975,0.046982358402971214,0.4233983286908078
1104,Greene County,il,2.0,2.0,174.422246635,543.019424,546.27249,13502,242.35230060000004,52494.93327692,0.0003903905014626,0.007449006357852001,0.0013959259864336,0.0,0.9785705817324001,0.004979048038665999,0.007215047382994,0.04199355506678,0.216889209672,0.7468422952,8.97,0.42510000000000003,0.00031436655139893113,0.28780921344985927,0.06302769960005924,0.4402310768774996
1127,Grundy County,il,74.0,57.0,4150.9266876799,418.04285600000003,430.44710699999996,50277,479.09333100000003,78477.6992305,0.008592315302677001,0.012194633586436,0.0008111213828366,0.0,0.9481231494567,0.019640642187682,0.010638138083595,0.09858575314102,0.35039972041399997,0.586125551527,8.97,0.39702000000000004,0.0036545014568620674,0.2469916661694214,0.0896831553195298,0.4751079022216918
1150,Hamilton County,il,1.0,1.0,43.8253597089,434.66515000000004,435.89095,8322,110.22829,57930.9055494,0.0,0.005638856583780001,0.0009236808682600001,0.0,0.9924295431813334,0.0,0.0010079193664499998,0.014974873746396668,0.19309678976599998,0.773594014,8.97,0.4295,0.0002458210422812193,0.24753664984378754,0.06260514299447248,0.43475126171593365
1166,Hancock County,il,4.0,4.0,239.161108722,793.725932,814.396272,18738,115.98655142857142,58467.356854714286,0.0036362648330457146,0.005588298106357142,0.0031186684542285716,5.9648076349571416e-05,0.9767024575697143,0.0006668360323185714,0.01022782692807143,0.04577356803668571,0.223074955232,0.7307495523150002,8.97,0.4006285714285714,0.00043351035005960767,0.26934571459067136,0.1053474223503042,0.4586935638808838
1183,Hardin County,il,0.0,0.0,0.0,177.52756,181.57826,4228,24.51783,50561.176395300005,0.006658631814655,0.007706184038390001,0.0011655011655,0.0,0.9659715064900001,0.004428904428904999,0.01406927206254,0.06610410218295,0.19643694327199998,0.773558368495,8.97,0.46554999999999996,0.0,0.24810785241248817,0.05912961210974456,0.3531220435193945
1226,Henderson County,il,0.0,0.0,0.0,378.87196,395.21963,7042,20.015733333333333,60544.913713333335,0.005811724030180001,0.0008019246190866668,0.004522119483729666,0.0,0.9774974834583331,0.0017761086092896669,0.009590639799333334,0.04417753657476667,0.330747126437,0.61867816092,8.97,0.4027,0.0,0.3250497017892644,0.08293098551547856,0.4757171258165294
1238,Henry County,il,38.0,33.0,999.42700878158,822.9852797,825.6433167,49883,455.19296999999995,64519.21105711538,0.005479316206015384,0.019074134316569385,0.0007508387510735385,0.00012449977767923077,0.936061922708077,0.020173928541475386,0.01833535969933231,0.11726987203686923,0.3646005282270001,0.576180257511,8.97,0.4004769230769231,0.0017185238784370477,0.24363009442094502,0.10057534631036626,0.4719844435980194
1338,Iroquois County,il,17.0,16.0,546.72557200865,1117.316236,1118.927186,29053,121.47697888888888,62824.55258282222,0.004892451558082222,0.013105772260632224,0.0006537178902711111,0.0,0.9492782901277776,0.022056728791822553,0.010013039371675556,0.09565861107441112,0.19314400681,0.7527663855140001,8.97,0.42131111111111114,0.0012678052054590201,0.28730251609128143,0.07235053178673459,0.46580387567548964
1355,Jackson County,il,39.0,32.0,2439.7075675386,584.0814104000001,602.3793274,59534,1100.192622142857,50063.524732414284,0.031166998195432144,0.15033967631555356,0.004253170198038572,0.0,0.7731014771049286,0.010051876816055716,0.031086801370076432,0.3298255727342357,0.4740707495210001,0.444285772573,8.97,0.4964928571428571,0.0013616842987325861,0.1472099976484026,0.1111801659555884,0.4303927167668895
1376,Jasper County,il,3.0,3.0,82.99971529300001,494.509659,498.119259,9635,457.3073833333333,63195.36811439999,0.0015932627745533334,0.003830450710253333,0.00102424035507,0.0,0.9763867932223333,0.009489700338736667,0.007675552598970001,0.046000610746633315,0.181034482759,0.7784090909089999,8.97,0.37779999999999997,0.0006934812760055479,0.27462376751427087,0.08655941878567722,0.486870783601453
1392,Jefferson County,il,23.0,19.0,1188.53516893809,571.1688115000001,583.7842316,38578,644.7365963636363,54841.43773125455,0.01089128304640518,0.09696004878687271,0.0016783985671206363,0.0,0.8545295562957272,0.003559698706615455,0.032381014597227274,0.22842316652342728,0.26210013081200007,0.6945534546320001,8.97,0.42820909090909093,0.0013631245184614472,0.22777230545906993,0.07099901498263259,0.42843071180465553
1417,Jersey County,il,57.0,37.0,1733.4096876828,369.27130999999997,377.12803,22625,86.87422,63213.312641733326,0.011400010195996667,0.005471482677481834,0.0009874917709016666,0.0007570022710066668,0.9649874137311666,0.0005410456937683335,0.015855553659736666,0.06711282978728333,0.245027041892,0.709230910258,8.97,0.39763333333333334,0.005711995189898788,0.2588729281767956,0.0785414364640884,0.46793370165745857
1422,Jo Daviess County,il,9.0,7.0,192.0596723311,601.08718,618.72824,22397,53.411170000000006,69306.65589416667,0.0035492376071393334,0.0025198959431216666,0.0015976328690163336,0.00030801900045383335,0.9789600330663332,0.0013681701742316666,0.011697011339663332,0.0412231882583,0.398317974412,0.546926724524,8.97,0.42343333333333333,0.0006628369421122404,0.2803053980443809,0.11086306201723445,0.49073536634370674
1426,Johnson County,il,1.0,1.0,11.26452496,343.914991,348.863434,12829,375.133255,46124.278379899995,0.0016391589418949999,0.1432657120398825,0.00085810513245525,0.0,0.8337837592067499,0.000825828254825,0.0196274364242,0.17695871347284997,0.188632208742,0.7718131959450001,8.97,0.358425,0.00017943656917279743,0.22877854860082625,0.08285914724452413,0.33081300179281314
1453,Kane County,il,320.0,235.0,17670.099395387417,520.0577059999999,524.2008710000001,524886,4153.808982560975,85555.53187019145,0.03215345239965903,0.05946332739390677,0.0038479000944644996,0.00025571450253182923,0.716781389464683,0.16557226194947944,0.021925954195299212,0.3852285536017377,0.5136382428939994,0.4242222222219996,8.970000000000018,0.39489390243902445,0.0017449722985647604,0.1494400688911497,0.1299672690831914,0.48682952107695765
1455,Kankakee County,il,73.0,65.0,3784.4239563716696,676.5556266999998,681.3634111000001,112221,1466.8744958620687,61112.04982527239,0.008886583453961035,0.1896613928108883,0.0026190089362181377,0.00021684519857241376,0.7639468720334484,0.016002451867444485,0.01866684569935938,0.2529941242949069,0.4061345476420003,0.5387275539140003,8.97,0.40755172413793106,0.0016156161473087818,0.22203509147129324,0.07477210147833294,0.4439008741679365
1463,Kendall County,il,130.0,58.0,16477.121118117,320.335364,322.3202166,120036,2112.1942200000003,90206.88361445999,0.028567726147232998,0.056118903395757,0.0014552076000460001,0.0,0.8598659588183999,0.037235432035415,0.016756772003175,0.24877586496854,0.46033651480899984,0.47529272852500004,8.97,0.34877,0.0031761544099682387,0.15384551301276284,0.14099103602252658,0.5104302042720518
1506,Knox County,il,21.0,18.0,483.90607687872,716.3947832999999,719.8115343,52112,1024.444738125,52934.8736866,0.008176518298453938,0.0825189701555775,0.0015477558076858128,0.000252865812541875,0.8743217814573125,0.018993230372577496,0.014188878095996876,0.20685596227506442,0.452513203424,0.48524858860000014,8.97,0.4119625,0.0008770098141574441,0.2555457476205097,0.07963616825299355,0.41209318391157507
1526,LaSalle County,il,71.0,59.0,1980.8861826491,1135.1239905,1148.1360764000003,112579,1102.0399028571428,62612.78201294644,0.00693259245615425,0.02067791727887861,0.0017426372675134287,3.649901452678571e-05,0.9443842918528215,0.0113481852412175,0.014877876888962893,0.10386604840780389,0.3978987347,0.5422213965780002,8.97,0.41159285714285715,0.001421848402923801,0.25988861155277626,0.07587560735128221,0.4570301743664449
1542,Lake County,il,732.0,506.0,32629.17569482021,443.66993884000004,1368.4787540399996,702898,2911.0129071895412,113699.2261550987,0.062437398482883155,0.07443873345533467,0.001544969900996013,0.0002921009397114013,0.8054253768995525,0.03038420284215651,0.02547721747940499,0.3002293830609711,0.5728913323389985,0.36995101746099884,8.970000000000022,0.41301125827814555,0.002802139119316768,0.13692740625240077,0.16440507726583373,0.48223070772715243
1585,Lawrence County,il,9.0,9.0,257.4988573606,372.178159,374.138752,16665,352.589362,51609.854839939995,0.0014026703500490002,0.09287373961827,0.003020786471583,0.0006246746486199999,0.8765664062479999,0.013357910028440001,0.012153812635120002,0.159936882952972,0.21328034442799998,0.747971518463,8.97,0.39954,0.001520013511231211,0.25346534653465347,0.053645364536453646,0.25184518451845184
1605,Lee County,il,31.0,24.0,1035.53216716029,724.8963100000001,728.952854,35027,411.2770155555555,64186.931143511116,0.007591773553335334,0.03366360276599778,0.001956521073657667,0.0017099823568607778,0.9284408839025554,0.009989380879458222,0.016647855468018887,0.1301044242242889,0.36141965165999995,0.565034505422,8.97,0.40586666666666665,0.002060211337808201,0.2684215034116539,0.07728323864447426,0.4436292003311731
1672,Livingston County,il,13.0,12.0,544.7107727135,1044.285283,1045.927473,37689,421.895124,66846.64250773999,0.002978097186463,0.038244717224416795,0.0007431063473589,0.0,0.9426284655255,0.00782577465213,0.007579839064029398,0.09727929324764999,0.26530206677300006,0.6754769475359998,8.97,0.41753999999999997,0.0008203445447087777,0.2852291119424766,0.06638541749582107,0.4233065350632811
1681,Logan County,il,13.0,12.0,629.4366937947,618.0585950000001,618.9263599999999,29956,497.6878175,63817.73252805,0.00937221518777625,0.0700623983090625,0.002368852502197125,0.00035929859694087496,0.844335829629,0.010180716642808748,0.06332068913221249,0.2413480390252,0.272135201979,0.6732893652099998,8.97,0.422425,0.0011090257635215834,0.23197356122312726,0.0855922018961143,0.3623981840032047
1725,Macon County,il,44.0,37.0,2067.03879678277,580.6886361,585.8648527,109193,1845.9944785294117,59614.82004817354,0.011116884860336176,0.17789457720147883,0.0016705472838620882,0.0005159728775647059,0.7533267677114411,0.005220955829832646,0.05025429423540853,0.3241277821911338,0.38514899646800016,0.5664192204389998,8.970000000000004,0.42762647058823533,0.0008731717965509714,0.23586676801626477,0.10342238055553012,0.4467594076543368
1729,Macoupin County,il,20.0,18.0,805.9034997717999,862.906498,867.650543,46844,345.61976,64384.29694713077,0.004428156808593846,0.005966980930743846,0.0007846171911669232,0.00031351374486546154,0.9717616795544615,0.001139245638813077,0.015605806131360768,0.05478569398512307,0.29852383346299993,0.6486906448519998,8.97,0.4053846153846154,0.0009277298450691159,0.2612074118350269,0.0856886687729485,0.4503885236102809
1737,Madison County,il,241.0,163.0,12686.823152400426,715.5815313999999,740.5613164,267356,1623.6195488524586,66024.00705416556,0.007906780681722361,0.10046582207438347,0.0017384435747495085,0.0003218839213118033,0.862757485258318,0.004275873894026869,0.02253371059550356,0.18968721932050492,0.393551312724,0.5496004753639997,8.970000000000015,0.415511475409836,0.0020437758122100764,0.22101243286105418,0.11156660033812595,0.4676536154041802
1773,Marion County,il,16.0,14.0,1237.37066712983,572.3630761,576.0360241000001,38665,707.3650725000001,53828.14803100834,0.006812629572971167,0.03874356702174333,0.0015444578889925835,0.0,0.9276517100831668,0.004276065747855834,0.0209715696852925,0.1290822543246,0.25487951807199993,0.70343373494,8.97,0.41810833333333336,0.0008793624622148942,0.24337255916203285,0.06579593948015,0.44138109401267295
1791,Marshall County,il,1.0,1.0,10.2390602565,386.788978,398.514178,12173,125.93364,65549.41121172,0.003551999039174,0.006675157731788001,0.0020437410342602,0.00054794520548,0.9640486338408001,0.014589186270004,0.00854333687863,0.06814645405874001,0.30221921057100004,0.639674741657,8.97,0.39764,0.00016914749661705008,0.2880966072455434,0.08896738683972727,0.4642241025219749
1808,Mason County,il,2.0,2.0,27.810519156269997,539.237652,563.463668,14126,271.48449266666665,56073.43196996668,0.004254550391,0.007982018521983334,0.0016958930976783335,0.0008264462809916667,0.9741420026881666,0.00011388224575783333,0.010985206774403336,0.050373985528478334,0.31214052541599996,0.629721747241,8.97,0.4171333333333333,0.0002844950213371266,0.2937137193826986,0.068455330596064,0.43819906555288124
1814,Massac County,il,12.0,10.0,609.5961418927001,237.217476,241.813854,15016,644.0046275,53958.3530111,0.0053240790230225,0.06736346129007499,0.00025709584533,0.0,0.89974630170525,0.001922020867655,0.025387041269000002,0.18144432876175,0.23443389115,0.7302879541689999,8.97,0.435125,0.0016908552909680147,0.22362812999467235,0.0780500799147576,0.3876531699520511
1829,McDonough County,il,13.0,10.0,343.89231073710005,589.4074345,590.1845284999999,32009,935.403704,51894.99906546,0.018438545420299,0.045052164016211,0.0013892072558736,0.00027941633033200003,0.9118346707413002,0.0037371596279453002,0.019268836608090995,0.15549844997368,0.408830364059,0.525871417506,8.97,0.4590399999999999,0.0009025897382489759,0.16723421537692523,0.10618888437626918,0.44609328626323846
1833,McHenry County,il,303.0,219.0,11357.758085124999,603.1712801000001,610.8130130000001,307357,1924.1998423076916,91731.35020099425,0.023778261303954308,0.013721551918205656,0.0008920039644550002,0.00022428721965038462,0.9148819539544999,0.02828329300219,0.018218648637021148,0.15616519171913268,0.42689357451200033,0.5074529951120004,8.970000000000011,0.3777807692307691,0.0025948001233172336,0.17501797583917073,0.14304213016134332,0.5115419528431108
1841,McLean County,il,158.0,133.0,9159.664702505912,1183.37774,1186.269627,173114,2967.106487317072,75231.7139598439,0.03820096243639508,0.07823371214385097,0.0014508343500777318,0.00020097588251390244,0.8518774155808537,0.009372683247085484,0.020663416359272924,0.24346843459699757,0.4546870055070005,0.4694094562950003,8.970000000000008,0.42395609756097563,0.00222858513054149,0.1545166768718879,0.18078838222211951,0.5245676259574615
1865,Menard County,il,6.0,6.0,130.5503138335,314.43710999999996,315.457,12611,80.58291666666666,72130.29643543334,0.0037233838853933336,0.008095018662046668,0.0007945967421533333,0.00199054491167,0.9734012609943333,0.0015758480550733334,0.01041934674911,0.052149852276999996,0.281488401059,0.658570761326,8.97,0.4114333333333334,0.0010617589807113785,0.25993180556656886,0.11735786218380778,0.495757671873761
1872,Mercer County,il,5.0,4.0,71.25651577493,561.20212,568.69384,16107,71.9227025,63941.511315575,0.0032094292252650004,0.00449079719123225,0.0005334888130752501,0.0,0.9749526887537501,0.0072804935164699994,0.009533102500224998,0.0491315511479,0.363668765593,0.570274444576,8.97,0.3871,0.0006794401413235494,0.29620661824051653,0.07462593903271869,0.46985782579002916
1936,Monroe County,il,12.0,12.0,640.7016646176,385.01084499999996,398.035768,33539,308.2037816666667,85739.42834108333,0.010073196163716665,0.002651089491737,0.00044664330378666665,0.0,0.9773717531371666,0.000240626503915,0.009216691399854999,0.04416090087776667,0.289504036909,0.661319073084,8.97,0.37815,0.000877321245796169,0.23450311577566416,0.13145889859566476,0.5104505202898119
1956,Montgomery County,il,19.0,14.0,2036.7462785700002,703.686436,709.676006,29348,362.5278824999999,61544.71491933749,0.0047733280474862505,0.04611428463291875,0.001660060471812875,0.000454095112285,0.93734841137475,0.001492954400625,0.00815686596003625,0.09926415962285001,0.27203990958000007,0.6716033985500002,8.97,0.41781250000000003,0.0014892616397554476,0.2966812048521194,0.05853891236200082,0.3272454681750034
1982,Morgan County,il,34.0,23.0,2080.2580809501706,568.7906959999999,572.296337,35129,1090.8993759999998,59924.57896764,0.005080826509891999,0.059390472848529906,0.0009261035150029999,0.0,0.9116737494055002,0.0012757286902360001,0.021653119030897998,0.15060670722153996,0.32128431573900007,0.620250564798,8.97,0.41326,0.002200789695125898,0.2841811608642432,0.09587520282387771,0.45799766574624956
2000,Moultrie County,il,7.0,6.0,202.2823389673,335.94318699999997,344.477075,14927,443.691455,63219.638005775,0.001661625450155,0.0029881106699275,0.001269158918465,0.0,0.984952026023,0.00024342745861725002,0.008885651479850001,0.029566475120825,0.237719439523,0.7171847318410001,8.97,0.40225,0.0011067193675889327,0.25155758022375563,0.07288805520198298,0.4664701547531319
2091,Ogle County,il,78.0,55.0,3891.3594058470003,758.574344,762.985643,52397,166.6847990909091,68084.11162438183,0.003163704544816909,0.012726040006739091,0.000295306797461,3.9210304468e-05,0.9501064954073637,0.015022800467763636,0.018646442471317273,0.0930362160516791,0.3372132111939999,0.602739726027,8.97,0.39936363636363637,0.003453925519195855,0.23119644254442048,0.08813481687882894,0.47691661736358953
2196,Peoria County,il,146.0,107.0,5175.885211948969,619.2095014999999,630.5991135,187112,2598.12799125,63528.07155545208,0.025312013316860837,0.22385788384117308,0.0029374127703245424,0.00017927684877520832,0.6969225604665832,0.016692979446406412,0.03409787330987582,0.34599179350023107,0.4832634092819997,0.45567675724500006,8.970000000000011,0.4380625,0.001749005702237769,0.1892770105605199,0.1209649835392706,0.45768844328530506
2203,Perry County,il,26.0,16.0,1919.347765597,441.760639,446.952752,21810,294.14002000000005,56642.6366918,0.0034234466079216667,0.061536950828,0.0025754045003388336,0.0,0.9055167585405001,0.005168661048378333,0.021778778474983333,0.1643910306980917,0.2506696888520001,0.702246033381,8.97,0.4456166666666667,0.0027501586629997883,0.2693259972489684,0.06584135717560752,0.38110958276020174
2223,Piatt County,il,10.0,8.0,220.46113667260002,439.20218,439.46207000000004,16495,79.79713000000001,78646.445033175,0.0008906160726799999,0.00394780746812,0.0,0.0,0.9714088548717499,0.0010910628386025,0.0226616587489025,0.055648387812100006,0.295875941117,0.631868749298,8.97,0.39647499999999997,0.0013659336156262806,0.24364959078508638,0.12579569566535315,0.5123370718399515
2237,Pike County,il,4.0,4.0,220.62877455183,831.3815400000001,848.8848300000001,16144,93.01495,50942.24032136,0.003136556627256,0.00946500789499,0.005128010186432,0.0,0.9703224651606,0.0010448570369499999,0.010903103093703998,0.0578240190974,0.189326897291,0.770850093859,8.97,0.39947999999999995,0.0005037148973680896,0.29943012884043607,0.0803394449950446,0.4458002973240833
2284,Pope County,il,0.0,0.0,0.0,368.77009999999996,374.3024,4331,12.635243000000001,52219.92235295,0.0048239080601749995,0.035737440473,0.001936316695355,0.0,0.9395765852219999,0.01021425012455,0.007711499424989999,0.11542379049749998,0.17542213883699995,0.787054409006,8.97,0.43155,0.0,0.23458785499884552,0.07088432232740706,0.33918263680443317
2322,Pulaski County,il,2.0,2.0,187.7091245993,199.18491,203.22928000000002,5871,29.514095,44648.0924624,0.00225453736099,0.324733592165,0.0015833919774800001,0.0,0.6471846511175,0.00313634862991,0.0211074787493,0.43052467955600005,0.330367974121,0.6401132228059999,8.97,0.46445000000000003,0.0006371455877668047,0.2452733776188043,0.05825242718446602,0.32958610117526826
2330,Putnam County,il,1.0,1.0,19.1645133801,160.16047,172.22349,5822,43.39108,70227.1874285,0.00260007914157,0.002022926500335,0.0,0.0,0.97435584146,0.00420168067227,0.016819472225835,0.0500858459671,0.37158647594300004,0.572821846554,8.97,0.4094,0.0003219575016097875,0.30796976983854346,0.05925798694606664,0.4855719683957403
2354,Randolph County,il,16.0,15.0,563.8715616003,575.49989,597.20486,33069,136.41175666666666,60450.60471817778,0.003066100051595555,0.07599322300947156,0.0009610190064788888,0.0,0.9056657706456667,0.004460639017936667,0.009853248268893333,0.13977441786072223,0.243799885975,0.712086659065,8.97,0.40506666666666663,0.0011626217119604708,0.30817381837975144,0.06329190480510448,0.4142248026852944
2386,Richland County,il,34.0,27.0,1312.4094545634,359.99045,361.89665,16127,948.1049060000001,55157.73063832,0.003360191931068,0.005184555661651999,0.0026682841049438,0.0,0.9740697989772,0.000221668052092,0.014495501273231997,0.0506539948668,0.206946264744,0.751769331586,8.97,0.41674,0.004538174052322477,0.23234327525268184,0.10863768834873194,0.4537111676071185
2420,Rock Island County,il,104.0,59.0,8152.4695794482905,427.6364678000001,451.2879782,147161,2849.178656500001,59616.806244492494,0.021600714003327824,0.11509352796379205,0.0038233626689148253,0.00020282963782175,0.795047738270575,0.0312064138221175,0.03302541363337175,0.3013865931516475,0.5122675517300004,0.42827650823399965,8.970000000000008,0.4234724999999999,0.00158076332629083,0.21801971989861443,0.09917709175664748,0.46505527959173965
2464,Saline County,il,19.0,17.0,337.07220547910003,379.818636,386.77976099999995,24783,600.99664,50940.6237326111,0.005642017235406667,0.03470584173223334,0.004547749828392556,0.0,0.9348261834554444,0.0004083264765014445,0.01986988127205178,0.1212027060247429,0.22707851166099996,0.734199750757,8.97,0.4430777777777778,0.0016317416695293713,0.23003671871847636,0.06786910382116773,0.39708671266594037
2492,Sangamon County,il,366.0,307.0,12118.38450881422,868.3022537,877.0194936000001,199016,2186.289536226415,66911.54395390567,0.016616199133381786,0.15856421175631003,0.0014974793613469436,0.00027664559237226415,0.7891486988045281,0.008603512611861888,0.02529325274022793,0.27302890344356595,0.4222054067499999,0.5164503690190002,8.970000000000013,0.4146792452830189,0.004047195161058463,0.19182879768460828,0.1428729348394099,0.4831521083731961
2513,Schuyler County,il,3.0,2.0,103.022178765,437.27267299999994,441.331349,7311,165.10486266666666,63776.44116253334,0.0,0.043671711471333335,0.0026202907448366667,0.0,0.9468357281829999,0.0,0.0068722696009300005,0.09804432223433333,0.283227848101,0.665348101266,8.97,0.39113333333333333,0.0008718395815170009,0.2883326494323622,0.07618656818492682,0.4188209547257557
2522,Scott County,il,2.0,2.0,244.028354665,250.9128,252.77100000000002,5198,20.6088,60866.57589635,0.001532332209625,0.0,0.001532332209625,0.0,0.988432356838,0.0,0.00850297874293,0.022845444775509996,0.204413472706,0.760743321719,8.97,0.43725,0.0008213552361396304,0.34551750673335896,0.06213928434013082,0.4559445940746441
2560,Shelby County,il,11.0,8.0,623.02747215757,758.52302,768.069622,22115,153.738635,57152.592975583335,0.0035494321768365002,0.005450229450683334,0.0014633733946935,0.0,0.9851632399689999,0.000508270954625,0.003865454054046667,0.029241748161341664,0.20885263929599998,0.7522910557179999,8.97,0.39045,0.0010526315789473684,0.32231517069862087,0.07754917476825685,0.44743386841510285
2620,St. Clair County,il,161.0,134.0,6034.998888772709,657.7591968000002,674.0333338,267029,1642.3211534999998,62389.85669022334,0.01049358354356217,0.38846916558085115,0.002186441922551,0.00023456502914750003,0.5680238694593095,0.007764679187252418,0.02282769527735984,0.2688446820376049,0.5048615363970006,0.4486455650540006,8.970000000000015,0.4282166666666667,0.0013649967358773708,0.18693849731677084,0.10662886802557026,0.4364207632878826
2649,Stark County,il,3.0,3.0,185.07174864959998,288.0792,288.3529,5859,20.72752,64090.683235300006,0.00627376425855,0.00681325487765,0.0,0.0,0.976346489219,0.0,0.010566491644745001,0.046455431122200005,0.276320650166,0.656446250462,8.97,0.4359,0.0011269722013523666,0.276668373442567,0.09404335210786824,0.4362519201228879
2662,Stephenson County,il,35.0,18.0,3081.9158473798993,564.522995,565.058114,46625,908.6597638461537,56157.31571809231,0.008430884243805385,0.10358615767139384,0.0011704465528694615,0.0,0.8518718082603846,0.007655818070178077,0.027284885201451538,0.2232496982330847,0.385710627401,0.555441741357,8.97,0.40218461538461536,0.0015940246846108304,0.24845040214477213,0.08100804289544236,0.4686970509383378
2739,Tazewell County,il,61.0,55.0,1416.23727487552,648.9742954999999,657.9360778999998,135697,1373.23521,72315.60585911664,0.009573023098557433,0.011639501468963432,0.0011845296434327666,0.00016539440203566664,0.9595388363927332,0.003235898638226533,0.014662816355909667,0.07723800735747001,0.3246878305210002,0.6096579159230001,8.97,0.38869666666666663,0.0010524862831705719,0.22966609431306514,0.12146178618539835,0.4781461638798205
2824,Union County,il,4.0,4.0,58.9355222793,413.459309,422.14789700000006,17551,181.987658,56862.00489666,0.006436983418699999,0.013649580350771998,0.0014721241477252,0.0,0.9478006336274001,0.014229684066948,0.016410994388446,0.09906273923772,0.280596664318,0.678881841673,8.97,0.43651999999999996,0.0005054334091483447,0.22032932596433252,0.09218847928892941,0.4181528118055951
2859,Vermilion County,il,41.0,35.0,1187.73677268017,898.3685069,901.2775687,80368,790.4235654166667,54310.992331508336,0.008713793316612957,0.14706416271690578,0.004089502860798333,0.0004691231661541667,0.8172513961140417,0.008233758323846709,0.014178263501474166,0.2293785577250429,0.3314205174670002,0.6235779724149997,8.97,0.4152916666666666,0.0011359543401767657,0.27432560222974317,0.06465259804897472,0.40456400557435795
2871,Wabash County,il,6.0,6.0,109.5860987401,223.251594,227.505583,11652,291.70718,56331.80195645,0.01278240723202,0.013643509897995001,0.0015764056460572501,0.0,0.95950859830025,0.002354788069075,0.01013429085465,0.076801433096325,0.2121436505,0.747686042207,8.97,0.409025,0.0010832280194981044,0.22399588053553038,0.07955715756951597,0.4721077926536217
